id,arquivo,linha,funcao,camada,feature,moderno_ou_legado,opcoes_diretas,opcoes_mapeadas,compartilhada,chamadas_detectadas_qtd
src/features/controlar-prazos/view.js:649:setTimeout,src/features/controlar-prazos/view.js,649,setTimeout,feature,controlar-prazos,moderno,debugpage,debugpage;gerenciarprazos,sim,6
src/features/controlar-prazos/view.js:658:updateTablePrazoProcesso,src/features/controlar-prazos/view.js,658,updateTablePrazoProcesso,feature,controlar-prazos,moderno,,notificacaonovoprocesso,não,16
src/features/docs-lote/domain.js:9:extractNewDocUrl,src/features/docs-lote/domain.js,9,extractNewDocUrl,feature,docs-lote,moderno,,,não,4
src/features/docs-lote/domain.js:18:extractEditorUrl,src/features/docs-lote/domain.js,18,extractEditorUrl,feature,docs-lote,moderno,,,não,4
src/features/docs-lote/domain.js:28:interpolateEspecificacao,src/features/docs-lote/domain.js,28,interpolateEspecificacao,feature,docs-lote,moderno,,,não,4
src/features/docs-lote/domain.js:36:computeDataCrossing,src/features/docs-lote/domain.js,36,computeDataCrossing,feature,docs-lote,moderno,,,não,0
src/features/docs-lote/domain.js:37:cleanFields,src/features/docs-lote/domain.js,37,cleanFields,feature,docs-lote,moderno,,,não,6
src/features/docs-lote/domain.js:46:buildCrossingRegex,src/features/docs-lote/domain.js,46,buildCrossingRegex,feature,docs-lote,moderno,,,não,5
src/features/docs-lote/domain.js:54:serializeParams,src/features/docs-lote/domain.js,54,serializeParams,feature,docs-lote,moderno,,,não,3
src/features/docs-lote/io.js:19:cancel,src/features/docs-lote/io.js,19,cancel,feature,docs-lote,moderno,,,não,2
src/features/docs-lote/io.js:23:getInitialProcUrl,src/features/docs-lote/io.js,23,getInitialProcUrl,feature,docs-lote,moderno,,,não,3
src/features/docs-lote/io.js:29:getInitialProcHtml,src/features/docs-lote/io.js,29,getInitialProcHtml,feature,docs-lote,moderno,,,não,2
src/features/docs-lote/io.js:31:getFullProcList,src/features/docs-lote/io.js,31,getFullProcList,feature,docs-lote,moderno,,,não,8
src/features/docs-lote/io.js:48:getProcForm,src/features/docs-lote/io.js,48,getProcForm,feature,docs-lote,moderno,,,não,11
src/features/docs-lote/io.js:97:extractFormParams,src/features/docs-lote/io.js,97,extractFormParams,feature,docs-lote,moderno,,,não,5
src/features/docs-lote/io.js:114:prepareFormData,src/features/docs-lote/io.js,114,prepareFormData,feature,docs-lote,moderno,,,não,10
src/features/docs-lote/io.js:136:createProc,src/features/docs-lote/io.js,136,createProc,feature,docs-lote,moderno,,,não,3
src/features/docs-lote/io.js:148:extractProcId,src/features/docs-lote/io.js,148,extractProcId,feature,docs-lote,moderno,,,não,4
src/features/docs-lote/io.js:155:docsLote_setNewProc,src/features/docs-lote/io.js,155,docsLote_setNewProc,feature,docs-lote,moderno,,gerenciarprescricoes;gerenciarprojetos,sim,17
src/features/docs-lote/io.js:188:getProcessHtml,src/features/docs-lote/io.js,188,getProcessHtml,feature,docs-lote,moderno,,,não,2
src/features/docs-lote/io.js:190:getTreeUrl,src/features/docs-lote/io.js,190,getTreeUrl,feature,docs-lote,moderno,,,não,3
src/features/docs-lote/io.js:196:getTreeHtml,src/features/docs-lote/io.js,196,getTreeHtml,feature,docs-lote,moderno,,,não,2
src/features/docs-lote/io.js:198:docsLote_getUrlNewDoc,src/features/docs-lote/io.js,198,docsLote_getUrlNewDoc,feature,docs-lote,moderno,,gerenciarprescricoes;gerenciarprojetos,sim,7
src/features/docs-lote/io.js:211:docsLote_getLinkNewDoc,src/features/docs-lote/io.js,211,docsLote_getLinkNewDoc,feature,docs-lote,moderno,,,não,8
src/features/docs-lote/io.js:224:docsLote_clickNewDoc,src/features/docs-lote/io.js,224,docsLote_clickNewDoc,feature,docs-lote,moderno,,,não,6
src/features/docs-lote/io.js:232:docsLote_selectDocType,src/features/docs-lote/io.js,232,docsLote_selectDocType,feature,docs-lote,moderno,,,não,11
src/features/docs-lote/io.js:256:docsLote_formNewDoc,src/features/docs-lote/io.js,256,docsLote_formNewDoc,feature,docs-lote,moderno,,,não,15
src/features/docs-lote/io.js:293:docsLote_confirmDocData,src/features/docs-lote/io.js,293,docsLote_confirmDocData,feature,docs-lote,moderno,,,não,1
src/features/docs-lote/io.js:294:postData,src/features/docs-lote/io.js,294,postData,feature,docs-lote,moderno,,,não,5
src/features/docs-lote/io.js:309:docsLote_editDocContent,src/features/docs-lote/io.js,309,docsLote_editDocContent,feature,docs-lote,moderno,,,não,2
src/features/docs-lote/io.js:311:urlSubmitForm,src/features/docs-lote/io.js,311,urlSubmitForm,feature,docs-lote,moderno,,,não,3
src/features/docs-lote/io.js:313:docTitle,src/features/docs-lote/io.js,313,docTitle,feature,docs-lote,moderno,,,não,5
src/features/docs-lote/io.js:319:textAreasReplaced,src/features/docs-lote/io.js,319,textAreasReplaced,feature,docs-lote,moderno,,,não,15
src/features/docs-lote/io.js:351:docsLote_saveDoc,src/features/docs-lote/io.js,351,docsLote_saveDoc,feature,docs-lote,moderno,,,não,6
src/features/docs-lote/state.js:26:helpPageUrl,src/features/docs-lote/state.js,26,helpPageUrl,feature,docs-lote,moderno,,,não,0
src/features/docs-lote/templates.js:11:wrap,src/features/docs-lote/templates.js,11,wrap,feature,docs-lote,moderno,,,não,0
src/features/docs-lote/templates.js:15:selecaoDocBox,src/features/docs-lote/templates.js,15,selecaoDocBox,feature,docs-lote,moderno,,,não,1
src/features/docs-lote/templates.js:44:analiseDocModeloBox,src/features/docs-lote/templates.js,44,analiseDocModeloBox,feature,docs-lote,moderno,,,não,1
src/features/docs-lote/templates.js:45:analiseCsvBox,src/features/docs-lote/templates.js,45,analiseCsvBox,feature,docs-lote,moderno,,,não,1
src/features/docs-lote/templates.js:46:cruzamentoDadosBox,src/features/docs-lote/templates.js,46,cruzamentoDadosBox,feature,docs-lote,moderno,,,não,1
src/features/docs-lote/templates.js:49:selecaoBaseDadosBox,src/features/docs-lote/templates.js,49,selecaoBaseDadosBox,feature,docs-lote,moderno,,,não,1
src/features/docs-lote/templates.js:65:loaderBox,src/features/docs-lote/templates.js,65,loaderBox,feature,docs-lote,moderno,,,não,1
src/features/docs-lote/templates.js:74:erroBox,src/features/docs-lote/templates.js,74,erroBox,feature,docs-lote,moderno,,,não,3
src/features/docs-lote/templates.js:85:dataCrossingPanel,src/features/docs-lote/templates.js,85,dataCrossingPanel,feature,docs-lote,moderno,,,não,5
src/features/docs-lote/templates.js:193:resultTable,src/features/docs-lote/templates.js,193,resultTable,feature,docs-lote,moderno,,,não,0
src/features/docs-lote/view.js:14:setProgress,src/features/docs-lote/view.js,14,setProgress,feature,docs-lote,moderno,,,não,5
src/features/docs-lote/view.js:20:installDocsLoteDelegation,src/features/docs-lote/view.js,20,installDocsLoteDelegation,feature,docs-lote,moderno,,,não,6
src/features/docs-lote/view.js:37:docsLote_getDocsArvore,src/features/docs-lote/view.js,37,docsLote_getDocsArvore,feature,docs-lote,moderno,,,não,2
src/features/docs-lote/view.js:48:docsLote_docAnalysis,src/features/docs-lote/view.js,48,docsLote_docAnalysis,feature,docs-lote,moderno,,notificacaonovoprocesso,não,4
src/features/docs-lote/view.js:57:selectedDoc,src/features/docs-lote/view.js,57,selectedDoc,feature,docs-lote,moderno,,,não,2
src/features/docs-lote/view.js:58:selectedTxtPadrao,src/features/docs-lote/view.js,58,selectedTxtPadrao,feature,docs-lote,moderno,,notificacaonovoprocesso,não,14
src/features/docs-lote/view.js:77:docsLote_fillModelAnalysis,src/features/docs-lote/view.js,77,docsLote_fillModelAnalysis,feature,docs-lote,moderno,,,não,13
src/features/docs-lote/view.js:105:tipoDocumento,src/features/docs-lote/view.js,105,tipoDocumento,feature,docs-lote,moderno,,,não,8
src/features/docs-lote/view.js:129:docsLote_detectEncodingCSV,src/features/docs-lote/view.js,129,docsLote_detectEncodingCSV,feature,docs-lote,moderno,,,não,8
src/features/docs-lote/view.js:141:docsLote_CSVAnalysis,src/features/docs-lote/view.js,141,docsLote_CSVAnalysis,feature,docs-lote,moderno,,notificacaonovoprocesso,não,5
src/features/docs-lote/view.js:157:docsLote_fillCSVAnalysis,src/features/docs-lote/view.js,157,docsLote_fillCSVAnalysis,feature,docs-lote,moderno,,,não,7
src/features/docs-lote/view.js:182:docsLote_printFieldError,src/features/docs-lote/view.js,182,docsLote_printFieldError,feature,docs-lote,moderno,,,não,3
src/features/docs-lote/view.js:188:docsLote_printDataCrossing,src/features/docs-lote/view.js,188,docsLote_printDataCrossing,feature,docs-lote,moderno,,,não,0
src/features/docs-lote/view.js:190:cleanFields,src/features/docs-lote/view.js,190,cleanFields,feature,docs-lote,moderno,,,não,3
src/features/docs-lote/view.js:193:matchedDynamicField,src/features/docs-lote/view.js,193,matchedDynamicField,feature,docs-lote,moderno,,agruparlista;atalhopublicacoeseletronicas;autopreenchersenha;certidaosigilo;certidaosigilo_nomedoc;citacaodoc;combinacaoteclas;contadoricone;coresmarcadores;debugpage;disablequery;ditado;editarimagens;editarlinks;escrivainterativa;especificaprocesso;ferramentasia;filtrarpaginapelapesquisarapida;filtroporatribuicao;gerenciaratividades;gerenciarformularios;gerenciarmonitorados;gerenciarprazos;gerenciarprescricoes;gerenciarprojetos;infoarvore;marcar_naolido;menususpenso;mostraranotacaocontrole;newdocdefault;newdocespec;newdocformat;newdocname;newdocnivel;newdocobs;newdocsigilo;newdoctoday;newproc_selfunidade;nomesusuarios;ocultarpaginacaosuperior;ordernartabela;qualidadeimagens;removepaginacao;resizearvore;revisaotexto;rolageminfinita;salvamentoautomatico;sincronizarprocessos;substituiselecao;uploaddocsexternos;urlamigavel,sim,20
src/features/docs-lote/view.js:242:changeNewProcs,src/features/docs-lote/view.js,242,changeNewProcs,feature,docs-lote,moderno,,,não,6
src/features/docs-lote/view.js:252:checkTipoProcessoSelect,src/features/docs-lote/view.js,252,checkTipoProcessoSelect,feature,docs-lote,moderno,,,não,5
src/features/docs-lote/view.js:261:docsLote_execute,src/features/docs-lote/view.js,261,docsLote_execute,feature,docs-lote,moderno,,gerenciarprescricoes;gerenciarprojetos,sim,3
src/features/docs-lote/view.js:272:hasSpecialChars,src/features/docs-lote/view.js,272,hasSpecialChars,feature,docs-lote,moderno,,agruparlista;atalhopublicacoeseletronicas;autopreenchersenha;certidaosigilo;certidaosigilo_nomedoc;citacaodoc;combinacaoteclas;contadoricone;coresmarcadores;debugpage;disablequery;ditado;editarimagens;editarlinks;escrivainterativa;especificaprocesso;ferramentasia;filtrarpaginapelapesquisarapida;filtroporatribuicao;gerenciaratividades;gerenciarformularios;gerenciarmonitorados;gerenciarprazos;gerenciarprescricoes;gerenciarprojetos;infoarvore;marcar_naolido;menususpenso;mostraranotacaocontrole;newdocdefault;newdocespec;newdocformat;newdocname;newdocnivel;newdocobs;newdocsigilo;newdoctoday;newproc_selfunidade;nomesusuarios;notificacaonovoprocesso;ocultarpaginacaosuperior;ordernartabela;qualidadeimagens;removepaginacao;resizearvore;revisaotexto;rolageminfinita;salvamentoautomatico;sincronizarprocessos;substituiselecao;uploaddocsexternos;urlamigavel,sim,27
src/features/docs-lote/view.js:343:docsLote_abortAjax,src/features/docs-lote/view.js,343,docsLote_abortAjax,feature,docs-lote,moderno,,,não,3
src/features/docs-lote/view.js:359:docLoteModalSelecaoDoc,src/features/docs-lote/view.js,359,docLoteModalSelecaoDoc,feature,docs-lote,moderno,documentosemlote,agruparlista;certidaosigilo;certidaosigilo_nomedoc;citacaodoc;combinacaoteclas;debugpage;documentosemlote;editarimagens;ferramentasia;filtroporatribuicao;gerenciaratividades;gerenciarmonitorados;gerenciarprazos;gerenciarprescricoes;gerenciarprojetos;marcar_naolido;mostraranotacaocontrole;newdocdefault;newdocespec;newdocformat;newdocname;newdocnivel;newdocobs;newdocsigilo;qualidadeimagens;removepaginacao;salvamentoautomatico;substituiselecao;uploaddocsexternos,sim,30
src/features/docs-lote/view.js:429:docLoteModalSelecaoBaseDados,src/features/docs-lote/view.js,429,docLoteModalSelecaoBaseDados,feature,docs-lote,moderno,,agruparlista;certidaosigilo;certidaosigilo_nomedoc;citacaodoc;combinacaoteclas;debugpage;documentosemlote;editarimagens;ferramentasia;filtroporatribuicao;gerenciaratividades;gerenciarmonitorados;gerenciarprazos;gerenciarprojetos;marcar_naolido;mostraranotacaocontrole;newdocdefault;newdocespec;newdocformat;newdocname;newdocnivel;newdocobs;newdocsigilo;notificacaonovoprocesso;qualidadeimagens;removepaginacao;salvamentoautomatico;substituiselecao;uploaddocsexternos,sim,21
src/features/docs-lote/view.js:472:docLoteModalLoader,src/features/docs-lote/view.js,472,docLoteModalLoader,feature,docs-lote,moderno,,,não,7
src/features/docs-lote/view.js:493:docLoteModalErro,src/features/docs-lote/view.js,493,docLoteModalErro,feature,docs-lote,moderno,,,não,4
src/features/docs-lote/view.js:510:docLoteModalCruzamentoDados,src/features/docs-lote/view.js,510,docLoteModalCruzamentoDados,feature,docs-lote,moderno,,,não,12
src/features/docs-lote/view.js:551:docLoteModalAnaliseDocModelo,src/features/docs-lote/view.js,551,docLoteModalAnaliseDocModelo,feature,docs-lote,moderno,,agruparlista;atalhopublicacoeseletronicas;autopreenchersenha;certidaosigilo;certidaosigilo_nomedoc;citacaodoc;combinacaoteclas;contadoricone;coresmarcadores;debugpage;disablequery;ditado;documentosemlote;editarimagens;editarlinks;escrivainterativa;especificaprocesso;ferramentasia;filtrarpaginapelapesquisarapida;filtroporatribuicao;gerenciaratividades;gerenciarformularios;gerenciarmonitorados;gerenciarprazos;gerenciarprescricoes;gerenciarprojetos;infoarvore;marcar_naolido;menususpenso;mostraranotacaocontrole;newdocdefault;newdocespec;newdocformat;newdocname;newdocnivel;newdocobs;newdocsigilo;newdoctoday;newproc_selfunidade;nomesusuarios;ocultarpaginacaosuperior;ordernartabela;qualidadeimagens;removepaginacao;resizearvore;revisaotexto;rolageminfinita;salvamentoautomatico;sincronizarprocessos;substituiselecao;uploaddocsexternos;urlamigavel,sim,12
src/features/docs-lote/view.js:583:docLoteModalAnaliseCSV,src/features/docs-lote/view.js,583,docLoteModalAnaliseCSV,feature,docs-lote,moderno,,,não,10
src/features/editor/domain.js:7:extractTextWithNumbering,src/features/editor/domain.js,7,extractTextWithNumbering,feature,editor,moderno,,,não,0
src/features/editor/domain.js:22:toRoman,src/features/editor/domain.js,22,toRoman,feature,editor,moderno,,,não,0
src/features/editor/domain.js:37:toLetter,src/features/editor/domain.js,37,toLetter,feature,editor,moderno,,,não,9
src/features/editor/io.js:8:extractTextFromHtml,src/features/editor/io.js,8,extractTextFromHtml,feature,editor,moderno,,,não,3
src/features/editor/io.js:17:paragraphs,src/features/editor/io.js,17,paragraphs,feature,editor,moderno,,,não,3
src/features/editor/sei-pro-editor.js:33:setParamEditor,src/features/editor/sei-pro-editor.js,33,setParamEditor,feature,editor,moderno,,,não,7
src/features/editor/sei-pro-editor.js:41:htmlButton,src/features/editor/sei-pro-editor.js,41,htmlButton,feature,editor,moderno,citacaodoc;ditado;ferramentasia;revisaotexto,citacaodoc;ditado;ferramentasia;filtrarpaginapelapesquisarapida;revisaotexto,sim,8
src/features/editor/sei-pro-editor.js:378:addButton,src/features/editor/sei-pro-editor.js,378,addButton,feature,editor,moderno,,,não,0
src/features/editor/sei-pro-editor.js:380:setTimeout,src/features/editor/sei-pro-editor.js,380,setTimeout,feature,editor,moderno,,citacaodoc;disablequery;ditado;editarimagens;ferramentasia;revisaotexto;substituiselecao,sim,18
src/features/editor/sei-pro-editor.js:442:setClickButtons,src/features/editor/sei-pro-editor.js,442,setClickButtons,feature,editor,moderno,ferramentasia,ferramentasia,não,40
src/features/editor/sei-pro-editor.js:484:removeDataCkeSavedImg,src/features/editor/sei-pro-editor.js,484,removeDataCkeSavedImg,feature,editor,moderno,,,não,5
src/features/editor/sei-pro-editor.js:492:addStyleIframes,src/features/editor/sei-pro-editor.js,492,addStyleIframes,feature,editor,moderno,,,não,0
src/features/editor/sei-pro-editor.js:494:setTimeout,src/features/editor/sei-pro-editor.js,494,setTimeout,feature,editor,moderno,,agruparlista;certidaosigilo;certidaosigilo_nomedoc;citacaodoc;combinacaoteclas;debugpage;editarimagens;editarlinks;ferramentasia;filtroporatribuicao;gerenciaratividades;gerenciarmonitorados;gerenciarprazos;gerenciarprojetos;marcar_naolido;mostraranotacaocontrole;newdocdefault;newdocespec;newdocformat;newdocname;newdocnivel;newdocobs;newdocsigilo;qualidadeimagens;removepaginacao;revisaotexto;salvamentoautomatico;substituiselecao;teclasatalho;uploaddocsexternos,sim,24
src/features/editor/sei-pro-editor.js:576:setActionCheckbox,src/features/editor/sei-pro-editor.js,576,setActionCheckbox,feature,editor,moderno,,,não,2
src/features/editor/sei-pro-editor.js:580:setTimeout,src/features/editor/sei-pro-editor.js,580,setTimeout,feature,editor,moderno,,,não,6
src/features/editor/sei-pro-editor.js:592:getInsertCheckboxButtom,src/features/editor/sei-pro-editor.js,592,getInsertCheckboxButtom,feature,editor,moderno,,,não,4
src/features/editor/sei-pro-editor.js:598:repairBugChrome116,src/features/editor/sei-pro-editor.js,598,repairBugChrome116,feature,editor,moderno,,,não,3
src/features/editor/sei-pro-editor.js:609:setOnBodyActs,src/features/editor/sei-pro-editor.js,609,setOnBodyActs,feature,editor,moderno,editarlinks;revisaotexto,agruparlista;atalhopublicacoeseletronicas;autopreenchersenha;certidaosigilo;certidaosigilo_nomedoc;citacaodoc;combinacaoteclas;contadoricone;coresmarcadores;debugpage;disablequery;ditado;editarimagens;editarlinks;escrivainterativa;especificaprocesso;ferramentasia;filtrarpaginapelapesquisarapida;filtroporatribuicao;gerenciaratividades;gerenciarformularios;gerenciarmonitorados;gerenciarprazos;gerenciarprescricoes;gerenciarprojetos;infoarvore;marcar_naolido;menususpenso;mostraranotacaocontrole;newdocdefault;newdocespec;newdocformat;newdocname;newdocnivel;newdocobs;newdocsigilo;newdoctoday;newproc_selfunidade;nomesusuarios;ocultarpaginacaosuperior;ordernartabela;qualidadeimagens;removepaginacao;resizearvore;revisaotexto;rolageminfinita;salvamentoautomatico;sincronizarprocessos;substituiselecao;uploaddocsexternos;urlamigavel,sim,18
src/features/editor/sei-pro-editor.js:635:initCKEDITOR_SEIPRO,src/features/editor/sei-pro-editor.js,635,initCKEDITOR_SEIPRO,feature,editor,moderno,,editarimagens;teclasatalho,sim,5
src/features/editor/sei-pro-editor.js:646:setTimeout,src/features/editor/sei-pro-editor.js,646,setTimeout,feature,editor,moderno,debugpage,debugpage,não,3
src/features/editor/sei-pro-editor.js:652:setDarkModeCkePanel,src/features/editor/sei-pro-editor.js,652,setDarkModeCkePanel,feature,editor,moderno,,,não,4
src/features/editor/sei-pro-editor.js:664:repareBgTableColor,src/features/editor/sei-pro-editor.js,664,repareBgTableColor,feature,editor,moderno,,,não,3
src/features/editor/sei-pro-editor.js:669:setBgTableColor,src/features/editor/sei-pro-editor.js,669,setBgTableColor,feature,editor,moderno,,,não,4
src/features/editor/sei-pro-editor.js:677:extrairTextoComNumeracao,src/features/editor/sei-pro-editor.js,677,extrairTextoComNumeracao,feature,editor,moderno,,,não,3
src/features/editor/sei-pro-editor.js:691:paragrafos,src/features/editor/sei-pro-editor.js,691,paragrafos,feature,editor,moderno,,,não,6
src/features/editor/sei-pro-editor.js:698:getAllTextEditor,src/features/editor/sei-pro-editor.js,698,getAllTextEditor,feature,editor,moderno,,,não,4
src/features/editor/sei-pro-editor.js:708:getSelectedHtmlFromCKEditor,src/features/editor/sei-pro-editor.js,708,getSelectedHtmlFromCKEditor,feature,editor,moderno,,,não,7
src/features/editor/sei-pro-editor.js:721:setCKEDITOR_instances,src/features/editor/sei-pro-editor.js,721,setCKEDITOR_instances,feature,editor,moderno,,combinacaoteclas;editarimagens;teclasatalho,sim,4
src/features/editor/sei-pro-editor.js:732:setCKEDITOR_SEIPRO,src/features/editor/sei-pro-editor.js,732,setCKEDITOR_SEIPRO,feature,editor,moderno,editarimagens;teclasatalho,combinacaoteclas;disablequery;editarimagens;filtrarpaginapelapesquisarapida;teclasatalho,sim,12
src/features/editor/sei-pro-editor.js:748:checkHostLimitIcons,src/features/editor/sei-pro-editor.js,748,checkHostLimitIcons,feature,editor,moderno,,disablequery,não,3
src/features/editor/sei-pro-editor.js:756:checkAutoSave,src/features/editor/sei-pro-editor.js,756,checkAutoSave,feature,editor,moderno,,,não,2
src/features/editor/sei-pro-editor.js:761:getAutoSave,src/features/editor/sei-pro-editor.js,761,getAutoSave,feature,editor,moderno,,,não,11
src/features/editor/sei-pro-editor.js:790:getPageBreak,src/features/editor/sei-pro-editor.js,790,getPageBreak,feature,editor,moderno,,,não,8
src/features/editor/sei-pro-editor.js:808:getSessionBreak,src/features/editor/sei-pro-editor.js,808,getSessionBreak,feature,editor,moderno,,,não,8
src/features/editor/sei-pro-editor.js:825:setNextElemEditor,src/features/editor/sei-pro-editor.js,825,setNextElemEditor,feature,editor,moderno,,,não,3
src/features/editor/sei-pro-editor.js:834:setAlignText,src/features/editor/sei-pro-editor.js,834,setAlignText,feature,editor,moderno,,,não,3
src/features/editor/sei-pro-editor.js:838:setNextElemEditor,src/features/editor/sei-pro-editor.js,838,setNextElemEditor,feature,editor,moderno,,,não,7
src/features/editor/sei-pro-editor.js:868:openAlignText,src/features/editor/sei-pro-editor.js,868,openAlignText,feature,editor,moderno,,,não,7
src/features/editor/sei-pro-editor.js:875:closeAlignText,src/features/editor/sei-pro-editor.js,875,closeAlignText,feature,editor,moderno,,,não,6
src/features/editor/sei-pro-editor.js:881:changeFontSize,src/features/editor/sei-pro-editor.js,881,changeFontSize,feature,editor,moderno,,,não,10
src/features/editor/sei-pro-editor.js:901:getMarkSigilo,src/features/editor/sei-pro-editor.js,901,getMarkSigilo,feature,editor,moderno,,notificacaonovoprocesso,não,14
src/features/editor/sei-pro-editor.js:923:getTarjaSigilo,src/features/editor/sei-pro-editor.js,923,getTarjaSigilo,feature,editor,moderno,,,não,7
src/features/editor/sei-pro-editor.js:940:getBoxSigilo,src/features/editor/sei-pro-editor.js,940,getBoxSigilo,feature,editor,moderno,,,não,2
src/features/editor/sei-pro-editor.js:944:actionsMarkSigilo,src/features/editor/sei-pro-editor.js,944,actionsMarkSigilo,feature,editor,moderno,,notificacaonovoprocesso,não,32
src/features/editor/sei-pro-editor.js:1044:rodapeSigiloMark,src/features/editor/sei-pro-editor.js,1044,rodapeSigiloMark,feature,editor,moderno,,notificacaonovoprocesso,não,6
src/features/editor/sei-pro-editor.js:1059:htmlTabSigiloResult,src/features/editor/sei-pro-editor.js,1059,htmlTabSigiloResult,feature,editor,moderno,,,não,4
src/features/editor/sei-pro-editor.js:1077:getDialogSigilo,src/features/editor/sei-pro-editor.js,1077,getDialogSigilo,feature,editor,moderno,,notificacaonovoprocesso,não,1
src/features/editor/sei-pro-editor.js:1086:setTimeout,src/features/editor/sei-pro-editor.js,1086,setTimeout,feature,editor,moderno,,,não,7
src/features/editor/sei-pro-editor.js:1216:setChosenInCke,src/features/editor/sei-pro-editor.js,1216,setChosenInCke,feature,editor,moderno,substituiselecao,substituiselecao,não,8
src/features/editor/sei-pro-editor.js:1235:setTimeout,src/features/editor/sei-pro-editor.js,1235,setTimeout,feature,editor,moderno,,,não,1
src/features/editor/sei-pro-editor.js:1244:hasSelection,src/features/editor/sei-pro-editor.js,1244,hasSelection,feature,editor,moderno,,,não,2
src/features/editor/sei-pro-editor.js:1256:getElementStyleSelected,src/features/editor/sei-pro-editor.js,1256,getElementStyleSelected,feature,editor,moderno,,,não,5
src/features/editor/sei-pro-editor.js:1268:setCopyStyle,src/features/editor/sei-pro-editor.js,1268,setCopyStyle,feature,editor,moderno,,,não,2
src/features/editor/sei-pro-editor.js:1272:actionCopyStyle,src/features/editor/sei-pro-editor.js,1272,actionCopyStyle,feature,editor,moderno,,,não,11
src/features/editor/sei-pro-editor.js:1284:getCopyStyle,src/features/editor/sei-pro-editor.js,1284,getCopyStyle,feature,editor,moderno,,,não,2
src/features/editor/sei-pro-editor.js:1287:applyCopyStyle,src/features/editor/sei-pro-editor.js,1287,applyCopyStyle,feature,editor,moderno,,,não,16
src/features/editor/sei-pro-editor.js:1341:removeCopyStyle,src/features/editor/sei-pro-editor.js,1341,removeCopyStyle,feature,editor,moderno,,,não,7
src/features/editor/sei-pro-editor.js:1348:menuCopyStyle,src/features/editor/sei-pro-editor.js,1348,menuCopyStyle,feature,editor,moderno,,,não,8
src/features/editor/sei-pro-editor.js:1369:menuBlockEdition,src/features/editor/sei-pro-editor.js,1369,menuBlockEdition,feature,editor,moderno,,,não,9
src/features/editor/sei-pro-editor.js:1388:setNextElem,src/features/editor/sei-pro-editor.js,1388,setNextElem,feature,editor,moderno,,,não,5
src/features/editor/sei-pro-editor.js:1409:stylesEditorKeystroke,src/features/editor/sei-pro-editor.js,1409,stylesEditorKeystroke,feature,editor,moderno,combinacaoteclas,combinacaoteclas;notificacaonovoprocesso,sim,19
src/features/editor/sei-pro-editor.js:1483:editImgPro,src/features/editor/sei-pro-editor.js,1483,editImgPro,feature,editor,moderno,,,não,1
src/features/editor/sei-pro-editor.js:1487:setTimeout,src/features/editor/sei-pro-editor.js,1487,setTimeout,feature,editor,moderno,,,não,12
src/features/editor/sei-pro-editor.js:1540:hideQuickTable,src/features/editor/sei-pro-editor.js,1540,hideQuickTable,feature,editor,moderno,,,não,5
src/features/editor/sei-pro-editor.js:1546:quickTableOver,src/features/editor/sei-pro-editor.js,1546,quickTableOver,feature,editor,moderno,,notificacaonovoprocesso,não,13
src/features/editor/sei-pro-editor.js:1587:getQuickTable,src/features/editor/sei-pro-editor.js,1587,getQuickTable,feature,editor,moderno,,,não,10
src/features/editor/sei-pro-editor.js:1611:quickTableClick,src/features/editor/sei-pro-editor.js,1611,quickTableClick,feature,editor,moderno,,,não,18
src/features/editor/sei-pro-editor.js:1651:detectSyleSelectedTable,src/features/editor/sei-pro-editor.js,1651,detectSyleSelectedTable,feature,editor,moderno,,,não,3
src/features/editor/sei-pro-editor.js:1656:activeIconsSelectedText,src/features/editor/sei-pro-editor.js,1656,activeIconsSelectedText,feature,editor,moderno,,,não,5
src/features/editor/sei-pro-editor.js:1672:getSyleSelectedTable,src/features/editor/sei-pro-editor.js,1672,getSyleSelectedTable,feature,editor,moderno,,gerenciarprescricoes;gerenciarprojetos,sim,4
src/features/editor/sei-pro-editor.js:1680:changeColorTable,src/features/editor/sei-pro-editor.js,1680,changeColorTable,feature,editor,moderno,,,não,1
src/features/editor/sei-pro-editor.js:1684:getDialogSyleTable,src/features/editor/sei-pro-editor.js,1684,getDialogSyleTable,feature,editor,moderno,,notificacaonovoprocesso,não,16
src/features/editor/sei-pro-editor.js:1759:getSyleTable,src/features/editor/sei-pro-editor.js,1759,getSyleTable,feature,editor,moderno,,,não,4
src/features/editor/sei-pro-editor.js:1766:setSyleTable,src/features/editor/sei-pro-editor.js,1766,setSyleTable,feature,editor,moderno,,,não,12
src/features/editor/sei-pro-editor.js:1804:sendLegisSEI,src/features/editor/sei-pro-editor.js,1804,sendLegisSEI,feature,editor,moderno,,gerenciarprescricoes;gerenciarprojetos,sim,7
src/features/editor/sei-pro-editor.js:1826:insertLegisSEI,src/features/editor/sei-pro-editor.js,1826,insertLegisSEI,feature,editor,moderno,,,não,13
src/features/editor/sei-pro-editor.js:1835:uniqLinkLegisSEI,src/features/editor/sei-pro-editor.js,1835,uniqLinkLegisSEI,feature,editor,moderno,,,não,8
src/features/editor/sei-pro-editor.js:1849:getLegisSEI,src/features/editor/sei-pro-editor.js,1849,getLegisSEI,feature,editor,moderno,,,não,2
src/features/editor/sei-pro-editor.js:1853:getSearchLegisMore,src/features/editor/sei-pro-editor.js,1853,getSearchLegisMore,feature,editor,moderno,,,não,5
